:ID,identifier:String,name:String,:LABEL
Q18555107,Q18555107,prostate adenocarcinoma,Disease
Q27674809,Q27674809,amelogenesis imperfecta type 1H,Disease
Q18554843,Q18554843,limited scleroderma,Disease
Q28065566,Q28065566,familial chronic myelocytic leukemia-like syndrome,Disease
Q27164445,Q27164445,arrhythmogenic right ventricular dysplasia 11,Disease
Q18557722,Q18557722,pediatric extraocular retinoblastoma,Disease
Q18556853,Q18556853,squamous cell bile duct carcinoma,Disease
Q18556841,Q18556841,middle ear squamous cell carcinoma,Disease
Q18557740,Q18557740,sphenoorbital meningioma,Disease
Q18554630,Q18554630,irregular astigmatism,Disease
Q18557648,Q18557648,glossopharyngeal motor neuropathy,Disease
Q18556652,Q18556652,multiple mucosal neuroma,Disease
Q1164401,Q1164401,Pitt-Hopkins syndrome,Disease
Q5038170,Q5038170,carcinosarcoma,Disease
Q28024692,Q28024692,autosomal dominant nonsyndromic deafness 3A,Disease
Q17121503,Q17121503,Iridocorneal endothelial syndrome,Disease
Q18556369,Q18556369,mediastinum angiosarcoma,Disease
Q18556447,Q18556447,verrucous keratotic hemangioma,Disease
Q2457669,Q2457669,ophthalmoplegia,Disease
Q28065614,Q28065614,syndromic X-linked intellectual disability type 10,Disease
Q2059267,Q2059267,tinea nigra,Disease
Q18555984,Q18555984,ovarian gonadoblastoma,Disease
Q18556556,Q18556556,nasal cavity adenocarcinoma,Disease
Q138885,Q138885,traveler's diarrhea,Disease
Q7250337,Q7250337,propionic acidemia,Disease
Q18553313,Q18553313,congenital disorder of glycosylation type I,Disease
Q18554993,Q18554993,vulvar sarcoma,Disease
Q3508640,Q3508640,Meckel syndrome type 7,Disease
Q18556029,Q18556029,bile duct mucinous adenocarcinoma,Disease
Q28065560,Q28065560,sclerosteosis 2,Disease
Q18558233,Q18558233,partial central choroid dystrophy,Disease
Q5567200,Q5567200,Glassy cell carcinoma of the cervix,Disease
Q2309604,Q2309604,spheroid body myopathy,Disease
Q2692054,Q2692054,chromosome 1q21.1 duplication syndrome,Disease
Q18556516,Q18556516,lung adenoid cystic carcinoma,Disease
Q18556656,Q18556656,uterine corpus sarcoma,Disease
Q4771415,Q4771415,Anterior urethral cancer,Disease
Q170102,Q170102,scrapie,Disease
Q18556495,Q18556495,myoepithelial carcinoma,Disease
Q2831905,Q2831905,ocular albinism,Disease
Q18557586,Q18557586,polyvesicular vitelline pattern testicular yolk sac tumor,Disease
Q27674840,Q27674840,Bardet-Biedl syndrome 14,Disease
Q4222298,Q4222298,corpus luteum cyst,Disease
Q6085903,Q6085903,selective IgM deficiency disease,Disease
Q3445377,Q3445377,Regressive autism,Disease
Q18557102,Q18557102,adult central nervous system immature teratoma,Disease
Q745550,Q745550,ovarian Brenner tumor,Disease
Q18553284,Q18553284,O'nyong'nyong fever,Disease
Q18553320,Q18553320,occult macular dystrophy,Disease
Q18555157,Q18555157,liver angiosarcoma,Disease
Q5883885,Q5883885,holocarboxylase synthetase deficiency,Disease
Q18556102,Q18556102,childhood medulloblastoma,Disease
Q14509067,Q14509067,exanthem,Disease
Q18555376,Q18555376,epithelioid type angiomyolipoma,Disease
Q27674750,Q27674750,lethal congenital contracture syndrome 3,Disease
Q18554517,Q18554517,corneal argyrosis,Disease
Q18553773,Q18553773,skin amelanotic melanoma,Disease
Q12195,Q12195,poliomyelitis,Disease
Q18554767,Q18554767,Brucella melitensis brucellosis,Disease
Q844717,Q844717,spina bifida,Disease
Q18554664,Q18554664,aorta atresia,Disease
Q18556055,Q18556055,bladder squamous cell carcinoma,Disease
Q18555242,Q18555242,inner ear disease,Disease
Q19000594,Q19000594,optic nerve sheath meningioma,Disease
Q18555281,Q18555281,adult astrocytic tumour,Disease
Q3508654,Q3508654,congenital disorder of glycosylation type Ia,Disease
Q2845978,Q2845978,stereotypic movement disorder,Disease
Q1269276,Q1269276,pompholyx,Disease
Q4357287,Q4357287,acrodysostosis,Disease
Q18553428,Q18553428,PSPH deficiency,Disease
Q775927,Q775927,tinea corporis,Disease
Q5092514,Q5092514,senile angioma,Disease
Q27674839,Q27674839,Bardet-Biedl syndrome 13,Disease
Q18556086,Q18556086,skull base neoplasm,Disease
Q18557712,Q18557712,colloid carcinoma of the pancreas,Disease
Q1639178,Q1639178,opioid abuse,Disease
Q18966403,Q18966403,conjunctival pterygium,Disease
Q3908491,Q3908491,Erythropoietic porphyria,Disease
Q18554790,Q18554790,sphenoidal sinus cancer,Disease
Q6901506,Q6901506,monocytic leukemia,Disease
Q18554532,Q18554532,paranasal sinus neoplasm,Disease
Q17089792,Q17089792,Psoriatic erythroderma,Disease
Q18557773,Q18557773,childhood precursor T-lymphoblastic lymphoma/leukemia,Disease
Q18557896,Q18557896,atypical follicular adenoma,Disease
Q18558005,Q18558005,cheek mucosa cancer,Disease
Q18553246,Q18553246,LADD syndrome,Disease
Q18557201,Q18557201,TSH producing pituitary tumor,Disease
Q681970,Q681970,contagious pustular dermatitis,Disease
Q3338677,Q3338677,paramyloidosis,Disease
Q27164461,Q27164461,Charcot-Marie-Tooth disease type 2A2,Disease
Q18553818,Q18553818,extrahepatic bile duct lipoma,Disease
Q18556016,Q18556016,kidney rhabdoid cancer,Disease
Q18558225,Q18558225,eye degenerative disease,Disease
Q18554917,Q18554917,secondary lacrimal atrophy,Disease
Q1417240,Q1417240,benign neoplasm,Disease
Q21154073,Q21154073,chromosome 8q21.11 deletion syndrome,Disease
Q18554892,Q18554892,malignant conjunctival melanoma,Disease
Q26492832,Q26492832,multiple congenital anomalies-hypotonia-seizures syndrome 2,Disease
Q366964,Q366964,adrenoleukodystrophy,Disease
Q28065626,Q28065626,syndromic X-linked intellectual disability Cabezas type,Disease
Q2455180,Q2455180,recurrent corneal erosion,Disease
Q18556435,Q18556435,deep angioma,Disease
Q27437069,Q27437069,age related macular degeneration 6,Disease
Q27677602,Q27677602,Alzheimer's disease 4,Disease
Q18555392,Q18555392,multifocal osteogenic sarcoma,Disease
Q588321,Q588321,toxic megacolon,Disease
Q1515038,Q1515038,thyroid hormone resistance syndrome,Disease
Q339221,Q339221,gynecomastia,Disease
Q1365789,Q1365789,glycogen storage disease II,Disease
Q18557006,Q18557006,rectum neuroendocrine neoplasm,Disease
Q574329,Q574329,anthracosis,Disease
Q1087811,Q1087811,chronic wasting disease,Disease
Q1495661,Q1495661,gastrointestinal stromal tumor,Disease
Q18557456,Q18557456,cervical basaloid squamous cell carcinoma,Disease
Q671776,Q671776,mutism,Disease
Q517856,Q517856,placenta accreta,Disease
Q18554158,Q18554158,odontoclasia,Disease
Q18554230,Q18554230,sarcoid meningitis,Disease
Q18557214,Q18557214,clivus chondroid chordoma,Disease
Q834047,Q834047,schizoaffective disorder,Disease
Q11773731,Q11773731,degenerative disc disease,Disease
Q21110016,Q21110016,corneal damage,Disease
Q16526464,Q16526464,bitemporal amnesia,Disease
Q6673122,Q6673122,thyroid gland disease,Disease
Q3758801,Q3758801,gastroduodenitis,Disease
Q18555232,Q18555232,exocervical carcinoma,Disease
Q15734066,Q15734066,Ovarian cystadenoma,Disease
Q18557399,Q18557399,malignant ovarian mixed epithelial neoplasm,Disease
Q2552421,Q2552421,chorioamnionitis,Disease
Q18557420,Q18557420,aleukemic monocytic leukemia cutis,Disease
Q27164473,Q27164473,Charcot-Marie-Tooth disease type 2E,Disease
Q27164479,Q27164479,Charcot-Marie-Tooth disease axonal type 2Q,Disease
Q1531331,Q1531331,autosomal dominant limb-girdle muscular dystrophy type 1H,Disease
Q5334319,Q5334319,Ectrodactyly–ectodermal dysplasia–cleft syndrome,Disease
Q18557047,Q18557047,clear cell chondrosarcoma,Disease
Q28024710,Q28024710,autosomal dominant nonsyndromic deafness 56,Disease
Q26492826,Q26492826,multiple mitochondrial dysfunctions syndrome 1,Disease
Q27674877,Q27674877,cataract 42,Disease
Q18553671,Q18553671,ovarian benign neoplasm,Disease
Q5381904,Q5381904,Eosinophilic folliculitis,Disease
Q1909343,Q1909343,dermatophytosis,Disease
Q3508566,Q3508566,IPEX syndrome,Disease
Q1414765,Q1414765,Munchausen by proxy,Disease
Q18557487,Q18557487,ampulla of Vater small cell carcinoma,Disease
Q18967954,Q18967954,root resorption,Disease
Q4887956,Q4887956,benign familial neonatal epilepsy,Disease
Q18556642,Q18556642,gallbladder leiomyoma,Disease
Q76973,Q76973,yaws,Disease
Q4956400,Q4956400,venous tributary occlusion of retina,Disease
Q18557413,Q18557413,vulvar inverted follicular keratosis,Disease
Q18556258,Q18556258,penis basal cell carcinoma,Disease
Q18557785,Q18557785,lipid-cell variant infiltrating bladder urothelial carcinoma,Disease
Q18553900,Q18553900,pancreatic steatorrhea,Disease
Q18557558,Q18557558,pediatric ovarian dysgerminoma,Disease
Q18553782,Q18553782,hyperpigmentation of eyelid,Disease
Q18556748,Q18556748,testicular yolk sac tumor,Disease
Q424221,Q424221,acute stress disorder,Disease
Q492129,Q492129,porencephaly,Disease
Q26492835,Q26492835,mosaic variegated aneuploidy syndrome 2,Disease
Q18557660,Q18557660,subglottis verrucous carcinoma,Disease
Q27674804,Q27674804,X-linked amelogenesis imperfecta hypoplastic/hypomaturation 2,Disease
Q18557002,Q18557002,central nervous system hematologic cancer,Disease
Q18556061,Q18556061,urethra squamous cell carcinoma,Disease
Q18554431,Q18554431,vertebral artery insufficiency,Disease
Q935129,Q935129,postpartum depression,Disease
Q222634,Q222634,orofacial cleft,Disease
Q2919083,Q2919083,primary hyperparathyroidism,Disease
Q1088042,Q1088042,chronic venous insufficiency,Disease
Q21124512,Q21124512,hypoparathyroidism-retardation-dysmorphism syndrome,Disease
Q21124551,Q21124551,chromosome 22q13 duplication syndrome,Disease
Q1516083,Q1516083,piebaldism,Disease
Q18553870,Q18553870,nasopharyngitis,Disease
Q7830379,Q7830379,Toxic encephalopathy,Disease
Q27677744,Q27677744,osteogenesis imperfecta type 10,Disease
Q1416773,Q1416773,granuloma inguinale,Disease
Q18558112,Q18558112,vesiculitis,Disease
Q2556531,Q2556531,Weissenbacher-Zweymüller syndrome,Disease
Q1339986,Q1339986,encephalitozoonosis,Disease
Q661015,Q661015,achalasia,Disease
Q3827083,Q3827083,acute laryngitis,Disease
Q27677785,Q27677785,retinitis pigmentosa 42,Disease
Q18557861,Q18557861,endometrial type cervical adenomyoma,Disease
Q27677583,Q27677583,achromatopsia 2,Disease
Q8061303,Q8061303,Yunis-Varon syndrome,Disease
Q18553299,Q18553299,congenital adrenal insufficiency,Disease
Q18554202,Q18554202,macular keratitis,Disease
Q18554494,Q18554494,laryngeal cartilage cancer,Disease
Q18555188,Q18555188,ethmoid sinus adenoid cystic carcinoma,Disease
Q1451877,Q1451877,embryonal carcinoma,Disease
Q3136516,Q3136516,Benign cephalic histiocytosis,Disease
Q1143025,Q1143025,oral cavity cancer,Disease
Q18556995,Q18556995,sebaceous breast carcinoma,Disease
Q18555925,Q18555925,glossopharyngeal nerve neoplasm,Disease
Q18557750,Q18557750,female breast carcinoma,Disease
Q18557282,Q18557282,cortical thymoma,Disease
Q18558174,Q18558174,proliferative fasciitis,Disease
Q18966160,Q18966160,pontocerebellar hypoplasia type 7,Disease
Q23037762,Q23037762,fish allergy,Disease
Q18557351,Q18557351,bilateral breast cancer,Disease
Q15443105,Q15443105,polycystic kidney disease,Disease
Q27674933,Q27674933,hypertrophic cardiomyopathy 15,Disease
Q18557025,Q18557025,uterine ligament endometrioid adenocarcinoma,Disease
Q3743188,Q3743188,cocaine dependence,Disease
Q21097768,Q21097768,spinocerebellar ataxia type 20,Disease
Q18557531,Q18557531,bladder urachal urothelial carcinoma,Disease
Q18554763,Q18554763,chronic closed-angle glaucoma,Disease
Q18556205,Q18556205,common bile duct disease,Disease
Q3508616,Q3508616,Baller-Gerold syndrome,Disease
Q4677951,Q4677951,acute retinal necrosis syndrome,Disease
Q19000778,Q19000778,diffuse infiltrative lymphocytosis syndrome,Disease
Q1640324,Q1640324,hydrophthalmos,Disease
Q18553687,Q18553687,form agnosia,Disease
Q18556188,Q18556188,pancreatic cystadenocarcinoma,Disease
Q18555987,Q18555987,epithelioid trophoblastic tumor,Disease
Q27674801,Q27674801,amelogenesis imperfecta type 2A1,Disease
Q2307256,Q2307256,neuritis,Disease
Q2632078,Q2632078,Proctalgia fugax,Disease
Q27164446,Q27164446,arrhythmogenic right ventricular dysplasia 12,Disease
Q281115,Q281115,Proteus syndrome,Disease
Q18556027,Q18556027,acute sanguinous otitis media,Disease
Q18557385,Q18557385,pineal region mature teratoma,Disease
Q18557224,Q18557224,bilateral meningioma of optic nerve,Disease
Q18557600,Q18557600,childhood pleomorphic rhabdomyosarcoma,Disease
Q18555953,Q18555953,extrahepatic bile duct adenocarcinoma,Disease
Q18557371,Q18557371,childhood pilocytic astrocytoma,Disease
Q18553435,Q18553435,methylmalonic aciduria and homocystinuria type cblE,Disease
Q18557580,Q18557580,ovarian endometrioid cystadenofibroma,Disease
Q203031,Q203031,ciliopathy,Disease
Q18554298,Q18554298,male genital organ stricture,Disease
Q18557943,Q18557943,intestinal impaction,Disease
Q2429620,Q2429620,blood platelet disease,Disease
Q18554064,Q18554064,scleral disease,Disease
Q11088,Q11088,celiac disease,Disease
Q2338307,Q2338307,depersonalization disorder,Disease
Q947813,Q947813,encephalomalacia,Disease
Q974691,Q974691,epidermodysplasia verruciformis,Disease
Q18557211,Q18557211,viral esophagitis,Disease
Q18557053,Q18557053,malignant adult ependymoma,Disease
Q18553596,Q18553596,CD3gamma deficiency,Disease
Q18553609,Q18553609,autoimmune disease of musculoskeletal system,Disease
Q19001120,Q19001120,rheumatoid lung disease,Disease
Q220322,Q220322,agnosia,Disease
Q18556568,Q18556568,meninges hemangiopericytoma,Disease
Q28024673,Q28024673,autosomal dominant nonsyndromic deafness 15,Disease
Q24975487,Q24975487,Sickle cell-beta thalassemia,Disease
Q22443995,Q22443995,spinocerebellar ataxia type 31,Disease
Q9386865,Q9386865,olivopontocerebellar atrophy,Disease
Q18975338,Q18975338,papillary adenocarcinoma,Disease
Q18557198,Q18557198,gastric cardia carcinoma,Disease
Q18556182,Q18556182,mixed type rhabdomyosarcoma,Disease
Q18553568,Q18553568,small intestine carcinoid neuroendocrine tumor,Disease
Q27677747,Q27677747,osteogenesis imperfecta type 9,Disease
Q166907,Q166907,cluster headache,Disease
Q1704044,Q1704044,portal vein thrombosis,Disease
Q18557226,Q18557226,vulvar eccrine adenocarcinoma,Disease
Q21124566,Q21124566,autosomal recessive spinocerebellar ataxia 15,Disease
Q2062483,Q2062483,rectal prolapse,Disease
Q18556592,Q18556592,adult pineal parenchymal tumor,Disease
Q18556109,Q18556109,bronchus carcinoma,Disease
Q1178507,Q1178507,bone inflammation disease,Disease
Q18553519,Q18553519,colorectal adenocarcinoma,Disease
Q23037780,Q23037780,snail allergy,Disease
Q3508711,Q3508711,Waardenburg syndrome type 1,Disease
Q27677815,Q27677815,retinitis pigmentosa 34,Disease
Q977787,Q977787,gallbladder cancer,Disease
Q846316,Q846316,aplastic anemia,Disease
Q18557850,Q18557850,pancreatic invasive intraductal papillary-mucinous carcinoma,Disease
Q18555349,Q18555349,pleomorphic rhabdomyosarcoma,Disease
Q18554140,Q18554140,blue color blindness,Disease
Q18555083,Q18555083,angular blepharoconjunctivitis,Disease
Q18557713,Q18557713,osteoclast-like giant cell neoplasm of the pancreas,Disease
Q28024550,Q28024550,dilated cardiomyopathy 1V,Disease
Q18556963,Q18556963,intracranial liposarcoma,Disease
Q18553411,Q18553411,electroclinical syndrome,Disease
Q1996246,Q1996246,hereditary lymphedema,Disease
Q26695313,Q26695313,Hermansky-Pudlak syndrome 1,Disease
Q18555229,Q18555229,benign prostate phyllodes tumor,Disease
Q378681,Q378681,peripheral artery disease,Disease
Q18971540,Q18971540,keratopathy,Disease
Q18558019,Q18558019,trachea carcinoma in situ,Disease
Q18555979,Q18555979,duodenal obstruction,Disease
Q3908490,Q3908490,Hepatic porphyria,Disease
Q18555958,Q18555958,gallbladder adenocarcinoma,Disease
Q18557611,Q18557611,central epithelioid sarcoma,Disease
Q3357668,Q3357668,agnathia-otocephaly complex,Disease
Q3055079,Q3055079,Enthesitis,Disease
Q18558072,Q18558072,mucocutaneous leishmaniasis,Disease
Q2435699,Q2435699,tinea manuum,Disease
Q18554962,Q18554962,otosalpingitis,Disease
Q18555999,Q18555999,infiltrating angiolipoma,Disease
Q18557744,Q18557744,chronic toxic polyneuropathy,Disease
Q23037750,Q23037750,gastrointestinal allergy,Disease
Q18557864,Q18557864,gestational uterine corpus choriocarcinoma,Disease
Q18554017,Q18554017,aqueous misdirection,Disease
Q18554371,Q18554371,lacrimal duct cancer,Disease
Q18554635,Q18554635,visual pathway disease,Disease
Q18556657,Q18556657,endometrial stromal tumor,Disease
Q18553835,Q18553835,monocular esotropia,Disease
Q18558167,Q18558167,nasopharyngeal disease,Disease
Q377493,Q377493,selective mutism,Disease
Q18553288,Q18553288,adult spinal muscular atrophy,Disease
Q18556713,Q18556713,gastric leiomyosarcoma,Disease
Q18558146,Q18558146,benign mammary dysplasia,Disease
Q1878776,Q1878776,lymphocytic choriomeningitis,Disease
Q1114480,Q1114480,finger agnosia,Disease
Q18555331,Q18555331,hypoglossal nerve neoplasm,Disease
Q28065634,Q28065634,"deafness-intellectual disability, Martin-Probst type syndrome",Disease
Q18554825,Q18554825,chronic cervicitis,Disease
Q18553635,Q18553635,ductal carcinoma in situ,Disease
Q18554828,Q18554828,cecum carcinoma,Disease
Q18555386,Q18555386,mesenchymal cell neoplasm,Disease
Q18553644,Q18553644,immune system cancer,Disease
Q18554566,Q18554566,ethmoidal sinus neoplasm,Disease
Q18557770,Q18557770,malignant type A thymoma,Disease
Q18557101,Q18557101,central nervous system mature teratoma,Disease
Q503629,Q503629,osteonecrosis,Disease
Q2421435,Q2421435,pre-eclampsia,Disease
Q18556570,Q18556570,myelodysplastic/myeloproliferative neoplasm,Disease
Q319312,Q319312,premature ejaculation,Disease
Q18554359,Q18554359,binocular vision disease,Disease
Q18554459,Q18554459,esophageal diverticulosis,Disease
Q18553929,Q18553929,septic myocarditis,Disease
Q18553403,Q18553403,anal canal cancer,Disease
Q268292,Q268292,mitral valve insufficiency,Disease
Q18556663,Q18556663,metachronous kidney Wilms' tumor,Disease
Q18556738,Q18556738,vulvar alveolar soft part sarcoma,Disease
Q614279,Q614279,louping ill,Disease
Q319812,Q319812,abetalipoproteinemia,Disease
Q18555194,Q18555194,long bone adamantinoma,Disease
Q18557462,Q18557462,esophageal basaloid squamous cell carcinoma,Disease
Q28024740,Q28024740,primary ciliary dyskinesia 19,Disease
Q18556509,Q18556509,spinal cord astrocytoma,Disease
Q28024619,Q28024619,autosomal recessive nonsyndromic deafness 33,Disease
Q9333895,Q9333895,sarcocystosis,Disease
Q18557815,Q18557815,bladder papillary clear cell adenocarcinoma,Disease
Q18555276,Q18555276,submucosal invasive colon adenocarcinoma,Disease
Q18555362,Q18555362,encapsulated thymoma,Disease
Q3518021,Q3518021,pes anserinus tendinitis or bursitis,Disease
Q18554972,Q18554972,reactive cutaneous fibrous lesion,Disease
Q1424106,Q1424106,interstitial nephritis,Disease
Q18557406,Q18557406,papillary extrahepatic bile duct adenocarcinoma,Disease
Q3312899,Q3312899,familial hemiplegic migraine,Disease
Q5104959,Q5104959,chorioangioma,Disease
Q28848006,Q28848006,pulmonary eosinophilia,Disease
Q3011658,Q3011658,dacryocystocele,Disease
Q1327273,Q1327273,entropion,Disease
Q18555395,Q18555395,bone leiomyosarcoma,Disease
Q18556454,Q18556454,extragonadal germ cell cancer,Disease
Q18556152,Q18556152,prostate transitional cell carcinoma,Disease
Q28024742,Q28024742,primary ciliary dyskinesia 34,Disease
Q511372,Q511372,Krabbe disease,Disease
Q3508580,Q3508580,Joubert syndrome with orofaciodigital defect,Disease
Q21097758,Q21097758,spastic ataxia 3,Disease
Q2065747,Q2065747,apparent mineralocorticoid excess syndrome,Disease
Q18557769,Q18557769,epithelial malignant thymoma,Disease
Q360341,Q360341,organic brain syndrome,Disease
Q18556896,Q18556896,adult acute lymphocytic leukemia,Disease
Q14917216,Q14917216,myrmecia,Disease
Q16964509,Q16964509,Periorbital hyperpigmentation,Disease
Q7573981,Q7573981,accommodative spasm,Disease
Q28024670,Q28024670,autosomal dominant nonsyndromic deafness 11,Disease
Q1641332,Q1641332,hypogonadotropism,Disease
Q27674924,Q27674924,hypertrophic cardiomyopathy 7,Disease
Q18556472,Q18556472,congenital mesoblastic nephroma,Disease
Q18553310,Q18553310,autosomal recessive nonsyndromic deafness,Disease
Q4631454,Q4631454,chromosome 22q11.2 microduplication syndrome,Disease
Q18556747,Q18556747,central nervous system endodermal sinus tumor,Disease
Q778731,Q778731,pyuria,Disease
Q27677611,Q27677611,Alzheimer's disease 15,Disease
Q374036,Q374036,Langerhans-cell histiocytosis,Disease
Q18556646,Q18556646,dartoic leiomyoma,Disease
Q18557560,Q18557560,thymic dysplasia,Disease
Q1531338,Q1531338,autosomal recessive limb-girdle muscular dystrophy type 2M,Disease
Q21124560,Q21124560,autosomal recessive spinocerebellar ataxia 18,Disease
Q650766,Q650766,tinea capitis,Disease
Q18553485,Q18553485,glioblastoma classical subtype,Disease
Q18557177,Q18557177,ovarian endometrial cancer,Disease
Q1144039,Q1144039,inguinal hernia,Disease
Q5370230,Q5370230,embryoma,Disease
Q5090456,Q5090456,Chemical eye injury,Disease
Q7316771,Q7316771,retinal vasculitis,Disease
Q18553734,Q18553734,myeloid neoplasm,Disease
Q27677648,Q27677648,Charcot-Marie-Tooth disease type 4J,Disease
Q18555244,Q18555244,hyperimmunoglobulin syndrome,Disease
Q2325854,Q2325854,Riley-Day syndrome,Disease
Q6013981,Q6013981,carbohydrate metabolic disorder,Disease
Q18556036,Q18556036,prostate colloid adenocarcinoma,Disease
Q27677787,Q27677787,retinitis pigmentosa 10,Disease
Q18554965,Q18554965,placenta cancer,Disease
Q21124579,Q21124579,Charcot-Marie-Tooth disease type 5,Disease
Q21082500,Q21082500,spinocerebellar ataxia type 4,Disease
Q18553202,Q18553202,adiaspiromycosis,Disease
Q27677803,Q27677803,retinitis pigmentosa 36,Disease
Q18557450,Q18557450,childhood immature teratoma of ovary,Disease
Q1140516,Q1140516,critical illness polyneuropathy,Disease
Q1286848,Q1286848,Pfeiffer syndrome,Disease
Q28024548,Q28024548,dilated cardiomyopathy 1A,Disease
Q18556979,Q18556979,peripheral nervous system disease,Disease
Q18557505,Q18557505,ovarian endometrioid cystadenoma,Disease
Q18555100,Q18555100,enamel erosion,Disease
Q28065586,Q28065586,congenital secretory sodium diarrhea 3,Disease
Q7577703,Q7577703,spiradenoma,Disease
Q18556035,Q18556035,cervical adenocarcinoma,Disease
Q28024675,Q28024675,autosomal dominant nonsyndromic deafness 16,Disease
Q5182138,Q5182138,craniodiaphyseal dysplasia,Disease
Q2964434,Q2964434,Schmid metaphyseal chondrodysplasia,Disease
Q18553286,Q18553286,Balkan hemorrhagic fever,Disease
Q751641,Q751641,recurrent hypersomnia,Disease
Q28024728,Q28024728,primary ciliary dyskinesia 22,Disease
Q18557981,Q18557981,"Hodgkin's lymphoma, lymphocytic depletion",Disease
Q3042166,Q3042166,bullous emphysema,Disease
Q18554700,Q18554700,bilateral hyperactive labyrinth,Disease
Q1511436,Q1511436,auditory agnosia,Disease
Q18553840,Q18553840,slate pneumoconiosis,Disease
Q17114216,Q17114216,Neurocristopathy,Disease
Q1154055,Q1154055,osteochondrosis,Disease
Q641605,Q641605,exocrine pancreatic insufficiency,Disease
Q16002876,Q16002876,ametropic amblyopia,Disease
Q7243137,Q7243137,primary hyperoxaluria,Disease
Q28024531,Q28024531,autosomal recessive congenital ichthyosis 5,Disease
Q18554321,Q18554321,labia minora cancer,Disease
Q18557178,Q18557178,ovarian papillary neoplasm,Disease
Q18557152,Q18557152,nasal cavity carcinoma in situ,Disease
Q18554101,Q18554101,laryngostenosis,Disease
Q18554299,Q18554299,male genital organ vascular disease,Disease
Q18556158,Q18556158,steatitis,Disease
Q18554614,Q18554614,parasitic eyelid infestation,Disease
Q1757359,Q1757359,neurocirculatory asthenia,Disease
Q458099,Q458099,triosephosphate isomerase deficiency,Disease
Q18966161,Q18966161,pontocerebellar hypoplasia type 8,Disease
Q28024647,Q28024647,autosomal recessive nonsyndromic deafness 7,Disease
Q18553816,Q18553816,lipoma of spermatic cord,Disease
Q18557401,Q18557401,eye lymphoma,Disease
Q21124517,Q21124517,acrofacial dysostosis Cincinnati type,Disease
Q18554556,Q18554556,vaginal carcinosarcoma,Disease
Q18556991,Q18556991,cervical serous adenocarcinoma,Disease
Q18555353,Q18555353,bile duct rhabdomyosarcoma,Disease
Q18553406,Q18553406,brachyolmia,Disease
Q18558126,Q18558126,chronic cholangitis,Disease
Q631361,Q631361,diabetic retinopathy,Disease
Q27674881,Q27674881,cataract 20 multiple types,Disease
Q379299,Q379299,vitreous detachment,Disease
Q18553649,Q18553649,vestibular gland benign neoplasm,Disease
Q27674895,Q27674895,cataract 5 multiple types,Disease
Q7455058,Q7455058,Serous carcinoma,Disease
Q1396859,Q1396859,farmer's lung,Disease
Q17145626,Q17145626,hypertropia,Disease
Q1434575,Q1434575,spermatic cord torsion,Disease
Q28065589,Q28065589,"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 1",Disease
Q18553594,Q18553594,interleukin-7 receptor alpha deficiency,Disease
Q1471410,Q1471410,placenta praevia,Disease
Q18553386,Q18553386,partial fetal alcohol syndrome,Disease
Q591256,Q591256,MALT lymphoma,Disease
Q18554015,Q18554015,esophagus sarcoma,Disease
Q18554044,Q18554044,appendiceal neoplasm,Disease
Q18553486,Q18553486,glioblastoma proneural subtype,Disease
Q27437075,Q27437075,age related macular degeneration 12,Disease
Q2313210,Q2313210,language disorder,Disease
Q18557304,Q18557304,invasive tubular breast carcinoma,Disease
Q473262,Q473262,Complete androgen insensitivity syndrome,Disease
Q19121032,Q19121032,complement component 2 deficiency,Disease
Q18556508,Q18556508,brain stem astrocytic neoplasm,Disease
Q18558264,Q18558264,steroid-induced glaucoma,Disease
Q3276506,Q3276506,orotic aciduria,Disease
Q3049292,Q3049292,constrictive pericarditis,Disease
Q18556500,Q18556500,cauda equina intradural extramedullary astrocytoma,Disease
Q18556623,Q18556623,swayback,Disease
Q28024706,Q28024706,autosomal dominant nonsyndromic deafness 51,Disease
Q1790424,Q1790424,idiopathic interstitial pneumonia,Disease
Q28024554,Q28024554,dilated cardiomyopathy 1I,Disease
Q18556261,Q18556261,metatypical basal cell carcinoma,Disease
Q18557288,Q18557288,gastric small cell carcinoma,Disease
Q18556473,Q18556473,exudative glomerulonephritis,Disease
Q18557669,Q18557669,intracortical osteogenic sarcoma,Disease
Q7243132,Q7243132,Primary gonococcal dermatitis,Disease
Q1393725,Q1393725,Factor XIII deficiency,Disease
Q18553227,Q18553227,Kunjin encephalitis,Disease
Q18556800,Q18556800,biliary papillomatosis,Disease
Q27164439,Q27164439,arrhythmogenic right ventricular dysplasia 5,Disease
Q18553762,Q18553762,migraine with aura,Disease
Q18555916,Q18555916,metachronous osteosarcoma of the bone,Disease
Q27674799,Q27674799,amelogenesis imperfecta type 1A,Disease
Q458138,Q458138,monoclonal gammopathy of uncertain significance,Disease
Q27677618,Q27677618,Leber congenital amaurosis 12,Disease
Q19587394,Q19587394,mitochondrial complex V (ATP synthase) deficiency nuclear type 3,Disease
Q18556040,Q18556040,endometrial mucinous adenocarcinoma,Disease
Q487837,Q487837,coccidiosis,Disease
Q27674841,Q27674841,Bardet-Biedl syndrome 15,Disease
Q18553274,Q18553274,sennetsu fever,Disease
Q18556047,Q18556047,gastric adenocarcinoma,Disease
Q21154060,Q21154060,chromosome 15q26-qter deletion syndrome,Disease
Q584560,Q584560,dysgraphia,Disease
