:START_ID,:END_ID,:TYPE
Q18054102,Q21120863,encodes_GeP
Q18030398,Q7187415,encodes_GeP
Q18030398,Q21137348,encodes_GeP
Q18051923,Q21124699,encodes_GeP
Q18080580,Q27591357,encodes_GeP
Q18041705,Q21120729,encodes_GeP
Q18054392,Q21117015,encodes_GeP
Q17912302,Q206901,genetic-association_GgaD
Q17912302,Q1054718,genetic-association_GgaD
Q17912302,Q21110846,encodes_GeP
Q18037240,Q21116944,encodes_GeP
Q18037240,Q21146169,encodes_GeP
Q18028625,Q21122920,encodes_GeP
Q18057805,Q21120256,encodes_GeP
Q18035436,Q21112944,encodes_GeP
Q17916085,Q21157607,encodes_GeP
Q18044344,Q21105783,encodes_GeP
Q18035563,Q21436976,encodes_GeP
Q18046298,Q21136738,encodes_GeP
Q18061277,Q21117370,encodes_GeP
Q18047475,Q21097456,encodes_GeP
Q18045631,Q21113288,encodes_GeP
Q17854780,Q21102124,encodes_GeP
Q17854780,Q21151846,encodes_GeP
Q18035443,Q21116270,encodes_GeP
Q18028562,Q21121573,encodes_GeP
Q18037197,Q21107830,encodes_GeP
Q18037197,Q21143915,encodes_GeP
Q18036584,Q21114052,encodes_GeP
Q17709600,Q21111202,encodes_GeP
Q18058097,Q27591481,encodes_GeP
Q20773709,Q27592059,encodes_GeP
Q18038632,Q21123251,encodes_GeP
Q18028880,Q21201341,encodes_GeP
Q17855160,Q21111777,encodes_GeP
Q18062519,Q27591427,encodes_GeP
Q18036543,Q21107349,encodes_GeP
Q18041723,Q21115569,encodes_GeP
Q5003194,Q21112865,encodes_GeP
Q18031939,Q187255,genetic-association_GgaD
Q18031939,Q21107532,encodes_GeP
Q18045627,Q12174,genetic-association_GgaD
Q18045627,Q21110701,encodes_GeP
Q18045627,Q21149614,encodes_GeP
Q18045627,Q21150387,encodes_GeP
Q18047801,Q21154321,encodes_GeP
Q18032851,Q22678719,encodes_GeP
Q18032756,Q21172237,encodes_GeP
Q18035348,Q21111593,encodes_GeP
Q18035348,Q21139207,encodes_GeP
Q18030620,Q21123778,encodes_GeP
Q18030620,Q21136975,encodes_GeP
Q18030620,Q21147672,encodes_GeP
Q18033515,Q21120079,encodes_GeP
Q18043161,Q133823,genetic-association_GgaD
Q18043161,Q21108018,encodes_GeP
Q18047759,Q21110287,encodes_GeP
Q18053123,Q21133372,encodes_GeP
Q18049587,Q21111896,encodes_GeP
Q18051399,Q21112405,encodes_GeP
Q18040057,Q21110021,encodes_GeP
Q14911781,Q12202,genetic-association_GgaD
Q14911781,Q844935,genetic-association_GgaD
Q14911781,Q1198391,genetic-association_GgaD
Q14911781,Q2640417,encodes_GeP
Q14911781,Q4713263,genetic-association_GgaD
Q18026257,Q21118190,encodes_GeP
Q18061288,Q21134153,encodes_GeP
Q18042424,Q21116868,encodes_GeP
Q18046449,Q21159679,encodes_GeP
Q14864194,Q6393599,encodes_GeP
Q18031778,Q21134413,encodes_GeP
Q18041684,Q21118280,encodes_GeP
Q18041684,Q21142843,encodes_GeP
Q18058094,Q27590780,encodes_GeP
Q18047465,Q21121418,encodes_GeP
Q18035584,Q21117177,encodes_GeP
Q18080479,Q27115055,encodes_GeP
Q18040046,Q21105580,encodes_GeP
Q18035535,Q21101974,encodes_GeP
Q18035535,Q21151959,encodes_GeP
Q20775618,Q21134370,encodes_GeP
Q18038549,Q21154398,encodes_GeP
Q18031151,Q22679598,encodes_GeP
Q5191428,Q21109919,encodes_GeP
Q18031721,Q21133460,encodes_GeP
Q18049555,Q21135691,encodes_GeP
Q18049555,Q21147466,encodes_GeP
Q18056012,Q21136886,encodes_GeP
Q18052461,Q21108381,encodes_GeP
Q18052461,Q21143843,encodes_GeP
Q18059122,Q22676641,encodes_GeP
Q18042988,Q2351083,genetic-association_GgaD
Q18042988,Q21435816,encodes_GeP
Q18031465,Q21121398,encodes_GeP
Q18031465,Q21143306,encodes_GeP
Q18031465,Q21137164,encodes_GeP
Q18033806,Q21173204,encodes_GeP
Q18030720,Q21114998,encodes_GeP
Q18028630,Q21107915,encodes_GeP
Q18031040,Q254943,encodes_GeP
Q18031040,Q21138894,encodes_GeP
Q18031040,Q21141463,encodes_GeP
Q18047191,Q21159901,encodes_GeP
Q17909813,Q21106393,encodes_GeP
Q18068609,Q27591565,encodes_GeP
Q18035403,Q8277,genetic-association_GgaD
Q18035403,Q154869,genetic-association_GgaD
Q18035403,Q21120828,encodes_GeP
Q18042733,Q21106073,encodes_GeP
Q18042733,Q21149318,encodes_GeP
Q18041718,Q21123572,encodes_GeP
Q18034520,Q21101451,encodes_GeP
Q18055156,Q21120701,encodes_GeP
Q18049975,Q21115574,encodes_GeP
Q18026547,Q181923,genetic-association_GgaD
Q18026547,Q187255,genetic-association_GgaD
Q18026547,Q6589190,encodes_GeP
Q14911765,Q6485957,encodes_GeP
Q18061061,Q27592404,encodes_GeP
Q18047413,Q7263655,encodes_GeP
Q18058077,Q27591145,encodes_GeP
Q18047065,Q5205770,encodes_GeP
Q9141217,Q21104955,encodes_GeP
Q18047360,Q21137400,encodes_GeP
Q18047360,Q22679009,encodes_GeP
Q18027032,Q21133131,encodes_GeP
Q26244797,Q21112099,encodes_GeP
Q18038550,Q21174215,encodes_GeP
Q14865432,Q7851520,encodes_GeP
Q14907561,Q415762,encodes_GeP
Q18038139,Q21121225,encodes_GeP
Q18049882,Q21136685,encodes_GeP
Q18035879,Q21136865,encodes_GeP
Q2046497,Q21120164,encodes_GeP
Q18033776,Q11085,genetic-association_GgaD
Q18033776,Q12174,genetic-association_GgaD
Q18033776,Q21122789,encodes_GeP
Q18052854,Q21105676,encodes_GeP
Q18034077,Q21131491,encodes_GeP
Q17915105,Q21107197,encodes_GeP
Q18048939,Q21109956,encodes_GeP
Q18032080,Q21135820,encodes_GeP
Q18032080,Q21143704,encodes_GeP
Q18047043,Q21109421,encodes_GeP
Q14859861,Q422766,encodes_GeP
Q17909811,Q21104798,encodes_GeP
Q18053203,Q21147174,encodes_GeP
Q18053203,Q22675687,encodes_GeP
Q18045923,Q21122585,encodes_GeP
Q18050443,Q21113051,encodes_GeP
Q18058838,Q27590855,encodes_GeP
Q18052609,Q21110242,encodes_GeP
Q18034554,Q21135833,encodes_GeP
Q18034554,Q21139729,encodes_GeP
Q18040619,Q21103322,encodes_GeP
Q14883378,Q356062,encodes_GeP
Q14883378,Q21141697,encodes_GeP
Q18042784,Q21105390,encodes_GeP
Q18080292,Q27591637,encodes_GeP
Q14883437,Q6719107,encodes_GeP
Q14883437,Q21141281,encodes_GeP
Q14883437,Q21146260,encodes_GeP
Q18052383,Q21110235,encodes_GeP
Q18039879,Q21127289,encodes_GeP
Q18035009,Q21116847,encodes_GeP
Q18046287,Q21114733,encodes_GeP
Q18051865,Q21131035,encodes_GeP
Q18033766,Q21110488,encodes_GeP
Q18033766,Q21137438,encodes_GeP
Q18050678,Q21106627,encodes_GeP
Q18053240,Q21122048,encodes_GeP
Q18050768,Q21114223,encodes_GeP
Q18040597,Q21126819,encodes_GeP
Q18034901,Q21105493,encodes_GeP
Q18038769,Q181923,genetic-association_GgaD
Q18038769,Q21130424,encodes_GeP
Q18053686,Q21122534,encodes_GeP
Q18053056,Q12174,genetic-association_GgaD
Q18053056,Q21120824,encodes_GeP
Q18035363,Q21123225,encodes_GeP
Q18035363,Q21139222,encodes_GeP
Q18049110,Q21116921,encodes_GeP
Q18026754,Q21110980,encodes_GeP
Q18028112,Q21130495,encodes_GeP
Q18028112,Q21151477,encodes_GeP
Q18047264,Q21118661,encodes_GeP
Q18049862,Q21119068,encodes_GeP
Q18056781,Q21121004,encodes_GeP
Q18047552,Q21114683,encodes_GeP
Q18047552,Q21148589,encodes_GeP
Q18030775,Q187255,genetic-association_GgaD
Q18030775,Q18554216,genetic-association_GgaD
Q18030775,Q21114857,encodes_GeP
Q18030775,Q21151824,encodes_GeP
Q18026512,Q21118862,encodes_GeP
Q18046334,Q21114775,encodes_GeP
Q18036113,Q21113771,encodes_GeP
Q18058844,Q27591765,encodes_GeP
Q18059001,Q21130014,encodes_GeP
Q18051139,Q21132712,encodes_GeP
Q18052535,Q21174402,encodes_GeP
Q18053917,Q21135775,encodes_GeP
Q18044365,Q21175142,encodes_GeP
Q14865236,Q412889,encodes_GeP
Q14865236,Q21151394,encodes_GeP
Q18030328,Q21149886,encodes_GeP
Q18030328,Q22676720,encodes_GeP
Q18065478,Q21245851,encodes_GeP
Q18057027,Q21124203,encodes_GeP
Q18054019,Q21111064,encodes_GeP
Q18037060,Q12174,genetic-association_GgaD
Q18037060,Q21116255,encodes_GeP
Q18036682,Q52849,genetic-association_GgaD
Q18036682,Q21119878,encodes_GeP
Q18042379,Q21124024,encodes_GeP
Q18054327,Q21126817,encodes_GeP
Q18045874,Q21119662,encodes_GeP
Q17907826,Q21105658,encodes_GeP
Q18041065,Q21123360,encodes_GeP
Q18041065,Q21141892,encodes_GeP
Q18033858,Q21108333,encodes_GeP
Q18033858,Q21117671,encodes_GeP
Q18048688,Q21122181,encodes_GeP
Q18045466,Q21117262,encodes_GeP
Q18045466,Q21145888,encodes_GeP
Q18030178,Q179945,genetic-association_GgaD
Q18030178,Q21114547,encodes_GeP
Q18037555,Q21113340,encodes_GeP
Q18032735,Q21126792,encodes_GeP
Q18033875,Q12174,genetic-association_GgaD
Q18033875,Q21121385,encodes_GeP
Q18058085,Q27591309,encodes_GeP
Q18049849,Q21105560,encodes_GeP
Q18053811,Q21119625,encodes_GeP
Q18058974,Q27592047,encodes_GeP
Q18062668,Q21123411,encodes_GeP
Q18060361,Q21113419,encodes_GeP
Q18045552,Q21125233,encodes_GeP
Q18031698,Q21173293,encodes_GeP
Q18041099,Q21114723,encodes_GeP
Q14865111,Q423701,encodes_GeP
Q17861984,Q21111174,encodes_GeP
Q18046611,Q21113037,encodes_GeP
Q18033152,Q21120814,encodes_GeP
Q4650049,Q21115258,encodes_GeP
Q4650049,Q21138184,encodes_GeP
Q18059117,Q21106153,encodes_GeP
Q18035509,Q21101134,encodes_GeP
Q18037765,Q21118569,encodes_GeP
Q18047783,Q21126806,encodes_GeP
Q18067414,Q27592032,encodes_GeP
Q18036393,Q21121512,encodes_GeP
Q18036393,Q21149782,encodes_GeP
Q18059528,Q21101440,encodes_GeP
Q18059528,Q21101442,encodes_GeP
Q18059528,Q21101441,encodes_GeP
Q18059528,Q21101443,encodes_GeP
Q18031350,Q21109469,encodes_GeP
Q18054262,Q21121330,encodes_GeP
Q26247598,Q22676812,encodes_GeP
Q18046487,Q21117496,encodes_GeP
Q18046487,Q21152259,encodes_GeP
Q18060587,Q21106637,encodes_GeP
Q18047135,Q21116940,encodes_GeP
Q18033268,Q21108667,encodes_GeP
Q18033268,Q21137508,encodes_GeP
Q18027994,Q21140844,encodes_GeP
Q18027994,Q21170943,encodes_GeP
Q14912958,Q181923,genetic-association_GgaD
Q14912958,Q4835993,encodes_GeP
Q18026892,Q21101953,encodes_GeP
Q18059713,Q21115117,encodes_GeP
Q18026673,Q22679457,encodes_GeP
Q18062797,Q21102392,encodes_GeP
Q18058087,Q27590678,encodes_GeP
Q18027301,Q21120590,encodes_GeP
Q18051377,Q830308,genetic-association_GgaD
Q18051377,Q21109536,encodes_GeP
Q18046735,Q21111137,encodes_GeP
Q20782795,Q21130615,encodes_GeP
Q18057815,Q21134671,encodes_GeP
Q18057815,Q21137058,encodes_GeP
Q17861983,Q21111179,encodes_GeP
Q18056708,Q21121271,encodes_GeP
Q18060325,Q21135521,encodes_GeP
Q18028296,Q21119891,encodes_GeP
Q18042441,Q21443395,encodes_GeP
Q18046341,Q21115278,encodes_GeP
Q18029556,Q21117547,encodes_GeP
Q18068441,Q21105813,encodes_GeP
Q18045677,Q21108217,encodes_GeP
Q18046644,Q21133845,encodes_GeP
Q18046644,Q21148592,encodes_GeP
Q18027662,Q206901,genetic-association_GgaD
Q18027662,Q21131528,encodes_GeP
Q18027662,Q21145596,encodes_GeP
Q18052999,Q21173854,encodes_GeP
Q20970081,Q21109342,encodes_GeP
Q18028518,Q21114892,encodes_GeP
Q15330184,Q5514296,encodes_GeP
Q18034855,Q21136511,encodes_GeP
Q18033223,Q21155534,encodes_GeP
Q18028463,Q21106196,encodes_GeP
Q18053402,Q21124173,encodes_GeP
Q18055278,Q21108227,encodes_GeP
Q18048862,Q21118866,encodes_GeP
Q18047911,Q21127386,encodes_GeP
Q18044828,Q21136217,encodes_GeP
Q18044828,Q21139423,encodes_GeP
Q18027689,Q21118419,encodes_GeP
Q18056222,Q21135032,encodes_GeP
Q18027408,Q21132049,encodes_GeP
Q18031362,Q21122732,encodes_GeP
Q18049579,Q21120328,encodes_GeP
Q18033548,Q21132750,encodes_GeP
Q18047327,Q21108845,encodes_GeP
Q18049586,Q21136664,encodes_GeP
Q18052047,Q265936,genetic-association_GgaD
Q18052047,Q21124957,encodes_GeP
Q20970142,Q21125353,encodes_GeP
Q17927081,Q21106340,encodes_GeP
Q18038299,Q21172834,encodes_GeP
Q18049815,Q21174379,encodes_GeP
Q20969931,Q21122343,encodes_GeP
Q14907809,Q5014879,encodes_GeP
Q18056640,Q21122184,encodes_GeP
Q18031829,Q21201605,encodes_GeP
Q18031829,Q21137005,encodes_GeP
Q18063919,Q21105900,encodes_GeP
Q18053458,Q21152306,encodes_GeP
Q18053458,Q21173990,encodes_GeP
Q18035086,Q21102383,encodes_GeP
Q18053431,Q21122447,encodes_GeP
Q18048795,Q21127106,encodes_GeP
Q18062787,Q21119631,encodes_GeP
Q18050650,Q21120298,encodes_GeP
Q18036131,Q21245853,encodes_GeP
Q18026895,Q7331102,genetic-association_GgaD
Q18026895,Q21111483,encodes_GeP
Q18034576,Q21118115,encodes_GeP
Q18065656,Q21135868,encodes_GeP
Q18052289,Q21135911,encodes_GeP
Q18041963,Q21108970,encodes_GeP
Q18041963,Q21137160,encodes_GeP
Q18053342,Q21124164,encodes_GeP
Q18032248,Q21112968,encodes_GeP
Q18032248,Q21137462,encodes_GeP
Q18037195,Q21120610,encodes_GeP
Q18058326,Q21136292,encodes_GeP
Q18034377,Q21105911,encodes_GeP
Q18042078,Q21124685,encodes_GeP
Q18042078,Q21141835,encodes_GeP
Q18045847,Q21104888,encodes_GeP
Q18059187,Q27591715,encodes_GeP
Q18037032,Q21113440,encodes_GeP
Q18063371,Q21122071,encodes_GeP
Q18032588,Q21141859,encodes_GeP
Q18032588,Q21174459,encodes_GeP
Q18047372,Q21113378,encodes_GeP
Q18035037,Q35869,genetic-association_GgaD
Q18035037,Q21105362,encodes_GeP
Q18069053,Q27591196,encodes_GeP
Q18032048,Q21124648,encodes_GeP
Q18047949,Q21101308,encodes_GeP
Q18033889,Q35869,genetic-association_GgaD
Q18033889,Q21100818,encodes_GeP
Q18033889,Q21151152,encodes_GeP
Q18027083,Q21119110,encodes_GeP
Q18027083,Q21150103,encodes_GeP
Q18041429,Q21436453,encodes_GeP
Q18055349,Q21115179,encodes_GeP
Q18030390,Q21202077,encodes_GeP
Q18031773,Q21106672,encodes_GeP
Q18030885,Q21111364,encodes_GeP
Q18030885,Q21147895,encodes_GeP
Q18052371,Q21112294,encodes_GeP
Q18030525,Q5353128,encodes_GeP
Q18039622,Q21115742,encodes_GeP
Q18032304,Q21107401,encodes_GeP
Q20969971,Q21978995,encodes_GeP
Q18027568,Q11088,genetic-association_GgaD
Q18027568,Q187255,genetic-association_GgaD
Q18027568,Q21097293,encodes_GeP
Q18027568,Q21139492,encodes_GeP
Q18047525,Q21112239,encodes_GeP
Q18057990,Q21124944,encodes_GeP
Q18029836,Q22678361,encodes_GeP
Q18029836,Q21149428,encodes_GeP
Q18041879,Q21101605,encodes_GeP
Q18045763,Q21115734,encodes_GeP
Q20764607,Q27592068,encodes_GeP
Q18045675,Q21124768,encodes_GeP
Q18056659,Q938205,genetic-association_GgaD
Q18056659,Q21118660,encodes_GeP
Q18026556,Q4340209,genetic-association_GgaD
Q18026556,Q6590408,encodes_GeP
Q18026556,Q12252367,genetic-association_GgaD
Q18026556,Q18556697,genetic-association_GgaD
Q18026556,Q21145425,encodes_GeP
Q18035488,Q21115544,encodes_GeP
Q18035488,Q21141779,encodes_GeP
Q18054330,Q21120191,encodes_GeP
Q18049827,Q21114313,encodes_GeP
Q18049827,Q21148845,encodes_GeP
Q18030558,Q21132604,encodes_GeP
Q18030558,Q21144041,encodes_GeP
Q18080775,Q27592181,encodes_GeP
Q18053710,Q21118941,encodes_GeP
Q18053710,Q21150566,encodes_GeP
Q18046665,Q21101264,encodes_GeP
Q18047449,Q21115652,encodes_GeP
Q18068801,Q27592188,encodes_GeP
Q18069046,Q27591181,encodes_GeP
Q18049831,Q21136748,encodes_GeP
Q18038524,Q21173700,encodes_GeP
Q18060570,Q21123652,encodes_GeP
Q17848118,Q21102112,encodes_GeP
Q18027345,Q21115440,encodes_GeP
Q18031580,Q21125240,encodes_GeP
Q424232,Q11721976,encodes_GeP
Q424232,Q21141183,encodes_GeP
Q18044331,Q21119507,encodes_GeP
Q18044331,Q21149568,encodes_GeP
Q18056768,Q21120301,encodes_GeP
Q18045917,Q21108438,encodes_GeP
Q18034003,Q21119614,encodes_GeP
Q18052988,Q21116525,encodes_GeP
Q18052988,Q21136973,encodes_GeP
Q18036349,Q21111075,encodes_GeP
Q18036349,Q21148654,encodes_GeP
Q18059614,Q21113916,encodes_GeP
Q14907085,Q7277986,encodes_GeP
Q20771060,Q21979550,encodes_GeP
Q18051216,Q21113496,encodes_GeP
Q18047760,Q21154942,encodes_GeP
Q18052603,Q21117022,encodes_GeP
Q18033246,Q21106459,encodes_GeP
Q4734885,Q21154397,encodes_GeP
Q18069326,Q27591970,encodes_GeP
Q17915101,Q21107157,encodes_GeP
Q24291983,Q27591860,encodes_GeP
Q24291983,Q27591861,encodes_GeP
Q18032207,Q21112281,encodes_GeP
Q18036119,Q21118891,encodes_GeP
Q18036119,Q21139026,encodes_GeP
Q18044250,Q21433533,encodes_GeP
Q18063568,Q21131343,encodes_GeP
Q18047035,Q21105587,encodes_GeP
Q18044236,Q21124513,encodes_GeP
Q18032615,Q21112183,encodes_GeP
Q18032615,Q21141457,encodes_GeP
Q14907245,Q1477,genetic-association_GgaD
Q14907245,Q5639104,encodes_GeP
Q18032768,Q21116595,encodes_GeP
Q18055341,Q21122565,encodes_GeP
Q18055341,Q21148787,encodes_GeP
Q18034567,Q21111349,encodes_GeP
Q18033992,Q21119452,encodes_GeP
Q18036516,Q21117950,encodes_GeP
Q18046031,Q21119377,encodes_GeP
Q18053221,Q21124980,encodes_GeP
Q18053286,Q21119232,encodes_GeP
Q18042063,Q21119431,encodes_GeP
Q18025723,Q21106144,encodes_GeP
Q18037790,Q21130568,encodes_GeP
Q18045823,Q21133434,encodes_GeP
Q17917652,Q21118096,encodes_GeP
Q18061516,Q21141162,encodes_GeP
Q18061516,Q21121250,encodes_GeP
Q17927867,Q21097215,encodes_GeP
Q17927867,Q21142883,encodes_GeP
Q18030493,Q21123732,encodes_GeP
Q14865246,Q424643,encodes_GeP
Q18026900,Q21111022,encodes_GeP
Q17695825,Q21173561,encodes_GeP
Q18035442,Q21122064,encodes_GeP
Q18080674,Q27592036,encodes_GeP
Q18055755,Q21119701,encodes_GeP
Q18055755,Q21146128,encodes_GeP
Q18038371,Q21109128,encodes_GeP
Q18029240,Q11081,genetic-association_GgaD
Q18029240,Q181923,genetic-association_GgaD
Q18029240,Q945930,genetic-association_GgaD
Q18029240,Q21133449,encodes_GeP
Q18029240,Q21146152,encodes_GeP
Q18029240,Q21149265,encodes_GeP
Q18054246,Q21110220,encodes_GeP
Q18056385,Q21116072,encodes_GeP
Q18051454,Q21112452,encodes_GeP
Q14864844,Q425146,encodes_GeP
Q18048211,Q21118614,encodes_GeP
Q17916481,Q21113269,encodes_GeP
Q18057807,Q21136182,encodes_GeP
Q18056791,Q21124218,encodes_GeP
Q14903775,Q4941571,encodes_GeP
Q18038141,Q21173298,encodes_GeP
Q18038767,Q21119137,encodes_GeP
Q18030555,Q21112484,encodes_GeP
Q18030555,Q21152140,encodes_GeP
Q18069363,Q27592289,encodes_GeP
Q18027155,Q21107617,encodes_GeP
Q18059289,Q21111015,encodes_GeP
Q18029847,Q12174,genetic-association_GgaD
Q18029847,Q21130043,encodes_GeP
Q18038557,Q21108608,encodes_GeP
Q18026465,Q21103287,encodes_GeP
Q18026465,Q21137101,encodes_GeP
Q18032292,Q21115219,encodes_GeP
Q18032292,Q21119417,encodes_GeP
Q18032292,Q21150649,encodes_GeP
Q18048857,Q21122049,encodes_GeP
Q18035159,Q21109077,encodes_GeP
Q18068497,Q27592004,encodes_GeP
Q18036502,Q206901,genetic-association_GgaD
Q18036502,Q844935,genetic-association_GgaD
Q18036502,Q21135008,encodes_GeP
Q18030649,Q21116809,encodes_GeP
Q18030649,Q21141459,encodes_GeP
Q18042678,Q21433546,encodes_GeP
Q18030654,Q21123393,encodes_GeP
Q18053507,Q21133346,encodes_GeP
Q18059226,Q27591757,encodes_GeP
Q18039736,Q21114071,encodes_GeP
Q18039736,Q21141208,encodes_GeP
Q3631793,Q21097409,encodes_GeP
Q3631793,Q21142933,encodes_GeP
Q18059600,Q21134288,encodes_GeP
Q18038297,Q21121507,encodes_GeP
Q18036980,Q21127390,encodes_GeP
Q18028038,Q21130592,encodes_GeP
Q18028038,Q21151389,encodes_GeP
Q18047477,Q21107729,encodes_GeP
Q18047477,Q21148786,encodes_GeP
Q18031010,Q21103064,encodes_GeP
Q18053553,Q21118461,encodes_GeP
Q18053553,Q21139967,encodes_GeP
Q18049212,Q21112780,encodes_GeP
Q18053390,Q21135675,encodes_GeP
Q18040601,Q21117207,encodes_GeP
Q18040601,Q21143914,encodes_GeP
Q17861031,Q21116819,encodes_GeP
Q18045657,Q21111813,encodes_GeP
Q18057683,Q21118825,encodes_GeP
Q18058096,Q27591421,encodes_GeP
Q18048067,Q272436,genetic-association_GgaD
Q18048067,Q1252223,encodes_GeP
Q18027717,Q21116043,encodes_GeP
Q18037808,Q21109853,encodes_GeP
Q18026565,Q21106244,encodes_GeP
Q18026565,Q21143308,encodes_GeP
Q18032750,Q21120749,encodes_GeP
Q18031078,Q22679615,encodes_GeP
Q18052644,Q21127053,encodes_GeP
Q18063083,Q21423653,encodes_GeP
Q18039654,Q21134958,encodes_GeP
Q18069422,Q27591538,encodes_GeP
Q18048760,Q21118553,encodes_GeP
Q18032996,Q21120952,encodes_GeP
Q18032996,Q21151147,encodes_GeP
Q18039118,Q21141402,encodes_GeP
Q18041513,Q21123919,encodes_GeP
Q18041513,Q21138770,encodes_GeP
Q18058698,Q21120303,encodes_GeP
Q17914240,Q21114302,encodes_GeP
Q17914240,Q21117624,encodes_GeP
Q18041797,Q21103296,encodes_GeP
Q18041797,Q21138421,encodes_GeP
Q18032273,Q21126400,encodes_GeP
Q18041750,Q21136989,encodes_GeP
Q18041750,Q21141616,encodes_GeP
Q18041750,Q21202217,encodes_GeP
Q18068624,Q27592172,encodes_GeP
Q18030402,Q205764,genetic-association_GgaD
Q18030402,Q21123246,encodes_GeP
Q18026914,Q21118407,encodes_GeP
Q18056648,Q21100855,encodes_GeP
Q18047060,Q21134334,encodes_GeP
Q14907251,Q12752331,encodes_GeP
Q18041288,Q11081,genetic-association_GgaD
Q18041288,Q12174,genetic-association_GgaD
Q18041288,Q12214,genetic-association_GgaD
Q18041288,Q21109581,encodes_GeP
Q18041288,Q21140745,encodes_GeP
Q18037691,Q21100702,encodes_GeP
Q17917609,Q21105883,encodes_GeP
Q18058563,Q21134150,encodes_GeP
Q14839826,Q12156,genetic-association_GgaD
Q14839826,Q12174,genetic-association_GgaD
Q14839826,Q16483,genetic-association_GgaD
Q14839826,Q212961,genetic-association_GgaD
Q14839826,Q844935,genetic-association_GgaD
Q14839826,Q4650352,encodes_GeP
Q14839826,Q18968110,genetic-association_GgaD
Q18058819,Q27592159,encodes_GeP
Q18050716,Q21130055,encodes_GeP
Q20777568,Q27590910,encodes_GeP
Q18050523,Q21136025,encodes_GeP
Q18045888,Q21111889,encodes_GeP
Q18045888,Q21117760,encodes_GeP
Q14911984,Q12746346,encodes_GeP
Q14911984,Q21149319,encodes_GeP
Q18054191,Q21113277,encodes_GeP
Q18052617,Q21117960,encodes_GeP
Q18046575,Q21102219,encodes_GeP
Q18054310,Q21125193,encodes_GeP
Q18054310,Q21150858,encodes_GeP
Q18042880,Q21174845,encodes_GeP
Q18035824,Q21105242,encodes_GeP
Q18035824,Q21149828,encodes_GeP
Q18058112,Q27591250,encodes_GeP
Q18027872,Q179945,genetic-association_GgaD
Q18027872,Q21120640,encodes_GeP
Q20764630,Q27591558,encodes_GeP
Q18037684,Q1485,genetic-association_GgaD
Q18037684,Q21102715,encodes_GeP
Q18037684,Q21150390,encodes_GeP
Q18052411,Q21112414,encodes_GeP
Q18037889,Q12174,genetic-association_GgaD
Q18037889,Q21136014,encodes_GeP
Q18047138,Q21136803,encodes_GeP
Q18053700,Q21136295,encodes_GeP
Q18056545,Q21114590,encodes_GeP
Q18032619,Q8277,genetic-association_GgaD
Q18032619,Q21118092,encodes_GeP
Q18040219,Q21108151,encodes_GeP
Q18039709,Q21127015,encodes_GeP
Q18039972,Q21125116,encodes_GeP
Q18039972,Q21151223,encodes_GeP
Q18047118,Q21130805,encodes_GeP
Q18056471,Q21111996,encodes_GeP
Q18057687,Q21151185,encodes_GeP
Q18057687,Q22678993,encodes_GeP
Q18048060,Q21116114,encodes_GeP
Q26244712,Q21133355,encodes_GeP
Q18058030,Q27591037,encodes_GeP
Q18063632,Q21114309,encodes_GeP
Q18038653,Q21122819,encodes_GeP
Q18068793,Q27592585,encodes_GeP
Q18053288,Q1572384,genetic-association_GgaD
Q18053288,Q21121335,encodes_GeP
Q18036400,Q22677134,encodes_GeP
Q18039947,Q520127,genetic-association_GgaD
Q18039947,Q21112393,encodes_GeP
Q18039947,Q21144612,encodes_GeP
Q18055558,Q21101417,encodes_GeP
Q18248414,Q5141482,encodes_GeP
Q18248414,Q21139859,encodes_GeP
Q18041062,Q21115884,encodes_GeP
Q18041062,Q21151161,encodes_GeP
Q15311903,Q133582,encodes_GeP
Q15311903,Q21123137,encodes_GeP
Q14916286,Q3064188,encodes_GeP
Q18048588,Q21121355,encodes_GeP
Q15997033,Q21116580,encodes_GeP
Q18080419,Q27592071,encodes_GeP
Q18035659,Q21174723,encodes_GeP
Q18045799,Q5007390,encodes_GeP
Q18045799,Q21139829,encodes_GeP
Q18039830,Q21105715,encodes_GeP
Q18035814,Q21114035,encodes_GeP
Q18055142,Q21108837,encodes_GeP
Q18038019,Q21103350,encodes_GeP
Q18046315,Q21115789,encodes_GeP
Q18061655,Q21112716,encodes_GeP
Q18061655,Q21122532,encodes_GeP
Q18061655,Q21122531,encodes_GeP
Q18061655,Q21122533,encodes_GeP
Q18061655,Q21133917,encodes_GeP
Q18037063,Q21113475,encodes_GeP
Q18068352,Q22679797,encodes_GeP
Q18046013,Q21123059,encodes_GeP
Q18035576,Q21117516,encodes_GeP
Q18035576,Q21141214,encodes_GeP
Q18040610,Q21100742,encodes_GeP
Q18058237,Q21110627,encodes_GeP
Q18032011,Q181923,genetic-association_GgaD
Q18032011,Q21136266,encodes_GeP
Q18039923,Q21113367,encodes_GeP
Q18049065,Q21110338,encodes_GeP
Q18049065,Q21149304,encodes_GeP
Q18037742,Q21133411,encodes_GeP
Q18040481,Q22677262,encodes_GeP
Q18055784,Q21136593,encodes_GeP
Q18030715,Q21115379,encodes_GeP
Q18068447,Q21106129,encodes_GeP
Q18068447,Q21122927,encodes_GeP
Q18068447,Q21124886,encodes_GeP
Q18068447,Q21125924,encodes_GeP
Q18030476,Q21157480,encodes_GeP
Q18040088,Q21121759,encodes_GeP
Q18037735,Q21108038,encodes_GeP
